Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
599.260	21.613	591.120
599.300	6.029	591.161
599.340	-9.744	591.202
599.380	-24.737	591.240
599.420	-38.655	591.282
599.460	-51.574	591.323
599.500	-62.222	591.362
599.540	-70.199	591.399
599.580	-75.061	591.443
599.620	-76.942	591.481
599.660	-75.694	591.520
599.700	-71.235	591.564
599.740	-63.609	591.602
599.780	-53.172	591.641
599.820	-40.824	591.681
599.860	-26.583	591.720
599.900	-11.140	591.765
599.940	4.577	591.803
599.980	20.691	591.843
600.020	35.431	591.881
600.060	48.497	591.921
600.100	59.118	591.963
600.140	67.248	592.000
600.180	72.871	592.041
600.220	74.734	592.082
600.260	73.106	592.122
600.300	68.205	592.163
600.340	60.337	592.201
600.380	49.450	592.244
600.420	36.708	592.280
600.460	21.078	592.323
600.500	4.935	592.365
600.540	-11.145	592.404
600.580	-27.174	592.443
600.620	-42.724	592.483
600.660	-56.573	592.524
600.700	-68.272	592.563
600.740	-76.701	592.602
600.780	-82.223	592.644
600.820	-84.480	592.683
600.860	-83.051	592.723
600.900	-78.191	592.763
600.940	-70.355	592.808
600.980	-59.081	592.844
601.020	-45.631	592.881
601.060	-30.272	592.924
601.100	-13.725	592.963
601.140	3.401	593.004
601.180	21.207	593.045
601.220	37.066	593.084
601.260	52.291	593.121
601.300	64.450	593.162
601.340	74.823	593.202
601.380	81.770	593.244
601.420	85.583	593.282
601.460	85.578	593.324
601.500	81.650	593.367
601.540	74.244	593.404
601.580	63.788	593.443
601.620	51.023	593.484
601.660	35.817	593.523
601.700	19.152	593.567
601.740	1.207	593.603
601.780	-16.332	593.643
601.820	-33.292	593.682
601.860	-49.609	593.723
601.900	-63.481	593.764
601.940	-75.043	593.803
601.980	-83.628	593.847
602.020	-88.649	593.887
602.060	-89.716	593.926
602.100	-87.925	593.967
602.140	-82.267	594.005
602.180	-73.388	594.047
602.220	-61.194	594.085
602.260	-46.714	594.123
602.300	-30.623	594.164
602.340	-13.490	594.206
602.380	3.839	594.244
602.420	20.588	594.287
602.460	35.715	594.323
602.500	49.263	594.365
602.540	60.416	594.403
602.580	68.625	594.441
602.620	73.188	594.480
602.660	74.401	594.525
602.700	72.245	594.565
602.740	66.483	594.604
602.780	57.693	594.646
602.820	46.009	594.684
602.860	32.605	594.724
602.900	16.619	594.764
602.940	-0.145	594.804
602.980	-17.148	594.843
603.020	-33.084	594.883
603.060	-47.771	594.923
603.100	-60.987	594.966
603.140	-71.685	595.005
603.180	-79.458	595.044
603.220	-84.274	595.083
603.260	-85.378	595.123
603.300	-83.479	595.161
603.340	-77.450	595.204
603.380	-68.532	595.247
603.420	-56.346	595.285
603.460	-42.060	595.324
603.500	-25.833	595.364
603.540	-8.438	595.407
603.580	9.715	595.445
603.620	27.263	595.484
603.660	43.810	595.523
603.700	58.651	595.566
603.740	71.461	595.606
603.780	81.673	595.644
603.820	88.765	595.683
603.860	91.893	595.725
603.900	92.142	595.765
603.940	88.452	595.804
603.980	81.128	595.839
604.020	70.973	595.883
604.060	58.350	595.925
604.100	43.647	595.964
604.140	27.493	596.003
604.180	10.701	596.043
604.220	-5.516	596.082
604.260	-21.101	596.124
604.300	-35.432	596.164
604.340	-48.265	596.205
604.380	-58.348	596.245
604.420	-65.309	596.283
604.460	-68.942	596.323
604.500	-68.930	596.363
604.540	-65.763	596.403
604.580	-58.753	596.441
604.620	-48.535	596.484
604.660	-36.142	596.523
604.700	-21.770	596.563
604.740	-6.207	596.602
604.780	10.101	596.640
604.820	26.396	596.682
604.860	42.273	596.723
604.900	56.570	596.763
604.940	68.882	596.804
604.980	78.750	596.843
605.020	85.339	596.883
605.060	89.257	596.924
605.100	89.139	596.962
605.140	86.187	597.003
605.180	79.691	597.043
605.220	70.433	597.084
605.260	58.806	597.123
605.300	45.236	597.164
605.340	29.564	597.203
605.380	13.479	597.241
605.420	-3.056	597.284
605.460	-19.019	597.324
605.500	-33.843	597.365
605.540	-46.342	597.406
605.580	-56.509	597.443
605.620	-64.324	597.482
605.660	-69.147	597.521
605.700	-70.410	597.563
605.740	-68.648	597.602
605.780	-63.835	597.643
605.820	-56.685	597.682
605.860	-46.240	597.725
605.900	-34.286	597.764
605.940	-20.944	597.804
605.980	-7.060	597.844
606.020	7.054	597.883
606.060	20.549	597.926
606.100	33.178	597.964
606.140	43.398	598.004
606.180	51.305	598.046
606.220	57.291	598.084
606.260	60.322	598.122
606.300	60.030	598.163
606.340	57.108	598.203
606.380	51.047	598.243
606.420	42.705	598.281
606.460	31.620	598.325
606.500	19.272	598.366
606.540	5.672	598.405
606.580	-8.360	598.442
606.620	-22.413	598.484
606.660	-35.788	598.524
606.700	-47.714	598.564
606.740	-57.423	598.604
606.780	-64.730	598.647
606.820	-69.355	598.684
606.860	-71.115	598.723
606.900	-69.756	598.766
606.940	-65.565	598.806
606.980	-58.095	598.844
607.020	-47.945	598.883
607.060	-35.686	598.922
607.100	-22.196	598.964
607.140	-7.007	599.005
607.180	8.219	599.045
607.220	23.506	599.086
607.260	37.808	599.124
607.300	50.750	599.162
607.340	61.207	599.202
607.380	69.453	599.246
607.420	74.857	599.284
607.460	76.940	599.323
607.500	75.858	599.363
607.540	71.511	599.405
607.580	64.335	599.447
607.620	54.278	599.485
607.660	42.049	599.526
607.700	27.996	599.568
607.740	12.351	599.604
607.780	-3.876	599.645
607.820	-19.695	599.688
607.860	-35.034	599.727
607.900	-48.735	599.765
607.940	-60.544	599.804
607.980	-70.174	599.846
608.020	-76.725	599.883
608.060	-79.754	599.927
608.100	-79.573	599.965
608.140	-75.983	600.008
608.180	-69.524	600.048
608.220	-59.745	600.084
608.260	-47.605	600.124
608.300	-33.769	600.164
608.340	-19.395	600.206
608.380	-3.480	600.246
608.420	12.018	600.284
608.460	26.786	600.323
608.500	39.998	600.367
608.540	51.279	600.404
608.580	59.802	600.444
608.620	65.611	600.482
608.660	68.552	600.523
608.700	68.151	600.565
608.740	64.576	600.606
608.780	58.058	600.648
608.820	48.219	600.685
608.860	36.264	600.724
608.900	22.520	600.764
608.940	7.464	600.805
608.980	-8.335	600.845
609.020	-23.872	600.883
609.060	-38.314	600.922
609.100	-51.597	600.964
609.140	-63.489	601.005
609.180	-72.536	601.045
609.220	-78.715	601.083
609.260	-81.654	601.128
609.300	-81.211	601.167
609.340	-77.640	601.204
609.380	-70.940	601.241
609.420	-60.387	601.284
609.460	-47.824	601.323
609.500	-33.216	601.364
609.540	-17.611	601.406
609.580	-0.842	601.446
609.620	16.192	601.484
609.660	31.987	601.522
609.700	46.587	601.563
609.740	59.488	601.604
609.780	69.726	601.645
609.820	77.383	601.681
609.860	81.525	601.723
609.900	82.200	601.766
609.940	79.185	601.806
609.980	73.337	601.846
610.020	64.401	601.885
610.060	53.325	601.923
610.100	40.016	601.965
610.140	25.542	602.006
610.180	9.704	602.042
610.220	-5.845	602.082
610.260	-20.918	602.123
610.300	-35.156	602.165
610.340	-47.102	602.205
610.380	-57.647	602.244
610.420	-64.807	602.284
610.460	-68.874	602.326
610.500	-69.788	602.365
610.540	-67.779	602.405
610.580	-61.860	602.442
610.620	-53.230	602.482
610.660	-42.486	602.523
610.700	-28.932	602.564
610.740	-13.674	602.603
610.780	2.350	602.644
610.820	18.954	602.685
610.860	34.620	602.723
610.900	49.393	602.762
610.940	62.549	602.803
610.980	73.356	602.843
611.020	81.334	602.883
611.060	86.098	602.923
611.100	87.418	602.964
611.140	85.787	603.003
611.180	80.317	603.041
611.220	72.020	603.080
611.260	60.851	603.120
611.300	47.554	603.161
611.340	32.231	603.200
611.380	16.101	603.246
611.420	-0.680	603.281
611.460	-16.691	603.321
611.500	-32.291	603.364
611.540	-46.505	603.405
611.580	-58.644	603.441
611.620	-67.972	603.482
611.660	-74.601	603.523
611.700	-78.283	603.563
611.740	-78.521	603.602
611.780	-75.719	603.643
611.820	-69.576	603.684
611.860	-60.576	603.722
611.900	-48.655	603.763
611.940	-34.949	603.803
611.980	-20.072	603.841
612.020	-4.639	603.881
612.060	10.752	603.922
612.100	25.279	603.960
612.140	39.019	604.003
612.180	50.035	604.043
612.220	58.952	604.080
612.260	65.113	604.119
612.300	67.983	604.160
612.340	67.747	604.203
612.380	64.326	604.243
612.420	58.002	604.282
612.460	49.124	604.321
612.500	37.994	604.361
612.540	25.150	604.402
612.580	11.501	604.441
612.620	-2.636	604.480
612.660	-16.729	604.522
612.700	-30.021	604.561
612.740	-42.044	604.598
612.780	-52.427	604.641
612.820	-60.216	604.682
612.860	-65.386	604.724
612.900	-67.682	604.759
612.940	-66.265	604.803
612.980	-62.032	604.840
613.020	-55.349	604.880
613.060	-46.395	604.921
613.100	-34.949	604.961
613.140	-22.571	605.002
613.180	-8.759	605.040
613.220	5.322	605.081
613.260	19.499	605.121
613.300	32.623	605.161
613.340	44.340	605.203
613.380	54.281	605.241
613.420	62.199	605.283
613.460	67.228	605.322
613.500	69.478	605.360
613.540	68.537	605.402
613.580	65.139	605.443
613.620	58.459	605.482
613.660	49.270	605.520
613.700	37.685	605.559
613.740	24.700	605.602
613.780	10.315	605.643
613.820	-4.576	605.678
613.860	-19.383	605.721
613.900	-33.586	605.762
613.940	-46.434	605.799
613.980	-57.617	605.841
614.020	-66.462	605.881
614.060	-72.509	605.921
614.100	-76.048	605.961
614.140	-75.816	606.000
614.180	-73.067	606.042
614.220	-66.786	606.083
614.260	-57.602	606.121
614.300	-46.400	606.162
614.340	-33.435	606.200
614.380	-19.019	606.239
614.420	-3.865	606.277
614.460	11.668	606.323
614.500	26.852	606.363
614.540	40.124	606.403
614.580	51.569	606.441
614.620	60.901	606.482
614.660	66.988	606.520
614.700	70.693	606.560
614.740	70.885	606.602
614.780	68.484	606.641
614.820	63.348	606.681
614.860	55.031	606.722
614.900	44.515	606.757
614.940	32.094	606.803
614.980	18.781	606.840
615.020	4.148	606.883
615.060	-10.697	606.919
615.100	-24.335	606.960
615.140	-36.882	607.001
615.180	-47.521	607.040
615.220	-56.012	607.082
615.260	-62.118	607.119
615.300	-65.555	607.162
615.340	-65.619	607.200
615.380	-62.616	607.242
615.420	-56.881	607.284
615.460	-48.015	607.320
615.500	-37.589	607.362
615.540	-25.107	607.401
615.580	-11.329	607.439
615.620	3.292	607.481
615.660	18.338	607.520
615.700	32.429	607.562
615.740	45.326	607.599
615.780	56.506	607.640
615.820	65.472	607.680
615.860	71.814	607.722
615.900	75.461	607.759
615.940	75.576	607.800
615.980	73.420	607.844
616.020	67.563	607.883
616.060	59.524	607.923
616.100	49.112	607.961
616.140	36.562	608.004
616.180	22.951	608.039
616.220	8.564	608.078
616.260	-6.206	608.123
616.300	-20.297	608.165
616.340	-32.985	608.200
616.380	-44.507	608.240
616.420	-53.889	608.279
616.460	-60.495	608.322
616.500	-64.489	608.362
616.540	-65.298	608.403
616.580	-63.307	608.442
616.620	-58.193	608.481
616.660	-50.506	608.522
616.700	-40.252	608.563
616.740	-28.487	608.599
616.780	-14.662	608.642
616.820	-0.568	608.680
616.860	14.528	608.721
616.900	28.233	608.762
616.940	41.116	608.802
616.980	52.703	608.842
617.020	61.378	608.883
617.060	67.990	608.918
617.100	71.430	608.961
617.140	71.890	609.002
617.180	69.077	609.041
617.220	63.404	609.086
617.260	54.665	609.122
617.300	43.973	609.163
617.340	31.482	609.201
617.380	17.717	609.244
617.420	2.415	609.283
617.460	-12.993	609.323
617.500	-28.227	609.362
617.540	-41.731	609.406
617.580	-54.249	609.443
617.620	-64.520	609.482
617.660	-72.140	609.524
617.700	-77.040	609.563
617.740	-78.631	609.603
617.780	-77.041	609.642
617.820	-72.491	609.681
617.860	-64.417	609.722
617.900	-54.110	609.763
617.940	-41.790	609.803
617.980	-27.918	609.841
618.020	-12.986	609.884
618.060	2.109	609.922
618.100	17.517	609.963
618.140	31.424	610.000
618.180	44.227	610.043
618.220	54.552	610.083
618.260	62.428	610.125
618.300	67.573	610.161
618.340	69.265	610.203
618.380	68.137	610.243
618.420	64.043	610.285
618.460	56.574	610.325
618.500	47.269	610.364
618.540	35.389	610.402
618.580	22.137	610.444
618.620	7.511	610.482
618.660	-7.663	610.520
618.700	-22.148	610.560
618.740	-36.128	610.601
618.780	-48.540	610.642
618.820	-59.097	610.681
618.860	-66.862	610.721
618.900	-71.853	610.760
618.940	-74.009	610.805
618.980	-72.626	610.841
619.020	-68.012	610.883
619.060	-60.863	610.925
619.100	-50.332	610.963
619.140	-38.418	611.004
619.180	-24.640	611.042
619.220	-9.912	611.084
619.260	5.324	611.122
619.300	20.622	611.163
619.340	34.724	611.204
619.380	46.817	611.245
619.420	57.205	611.283
619.460	64.793	611.323
619.500	69.792	611.365
619.540	71.788	611.404
619.580	70.907	611.443
619.620	66.903	611.483
619.660	60.363	611.523
619.700	51.354	611.568
619.740	40.352	611.602
619.780	27.783	611.642
619.820	14.265	611.682
619.860	-0.007	611.724
619.900	-13.760	611.762
619.940	-26.701	611.804
619.980	-38.228	611.848
620.020	-48.000	611.884
620.060	-55.165	611.922
620.100	-60.307	611.962
620.140	-62.154	612.005
620.180	-61.484	612.045
620.220	-58.151	612.084
620.260	-51.648	612.122
620.300	-42.931	612.166
620.340	-32.289	612.203
620.380	-19.565	612.242
620.420	-6.237	612.284
620.460	7.779	612.322
620.500	21.731	612.365
620.540	34.578	612.404
620.580	45.840	612.443
620.620	55.836	612.485
620.660	63.031	612.525
620.700	67.942	612.566
620.740	69.995	612.604
620.780	69.117	612.643
620.820	65.899	612.684
620.860	59.822	612.723
620.900	51.709	612.766
620.940	41.208	612.804
620.980	29.090	612.842
621.020	16.044	612.884
621.060	2.310	612.924
621.100	-11.448	612.964
621.140	-24.619	613.003
621.180	-36.561	613.040
621.220	-46.310	613.080
621.260	-53.868	613.121
621.300	-59.021	613.161
621.340	-60.980	613.200
621.380	-60.062	613.242
621.420	-56.042	613.285
621.460	-49.513	613.321
621.500	-40.641	613.361
621.540	-29.499	613.402
621.580	-17.012	613.442
621.620	-3.307	613.483
621.660	11.004	613.520
621.700	25.554	613.562
621.740	39.513	613.602
621.780	51.633	613.641
621.820	62.041	613.682
621.860	69.802	613.723
621.900	74.969	613.761
621.940	77.155	613.804
621.980	76.324	613.844
622.020	72.214	613.884
622.060	65.345	613.922
622.100	55.704	613.959
622.140	44.409	614.003
622.180	31.465	614.044
622.220	17.129	614.085
622.260	1.634	614.121
622.300	-13.960	614.161
622.340	-28.504	614.203
622.380	-42.004	614.240
622.420	-53.503	614.279
622.460	-62.943	614.319
622.500	-69.329	614.360
622.540	-72.911	614.398
622.580	-73.700	614.440
622.620	-71.599	614.482
622.660	-66.697	614.521
622.700	-58.832	614.559
622.740	-48.531	614.601
622.780	-36.259	614.641
622.820	-23.211	614.682
622.860	-9.300	614.720
622.900	4.720	614.762
622.940	18.645	614.800
622.980	31.257	614.839
623.020	42.200	614.882
623.060	51.578	614.921
623.100	58.304	614.962
623.140	62.343	614.999
623.180	63.328	615.041
623.220	61.711	615.081
623.260	56.710	615.122
623.300	49.709	615.161
623.340	40.334	615.201
623.380	29.021	615.243
623.420	16.572	615.280
623.460	2.882	615.318
623.500	-10.875	615.359
623.540	-23.928	615.400
623.580	-36.211	615.439
623.620	-47.206	615.480
623.660	-56.080	615.519
623.700	-62.563	615.559
623.740	-66.504	615.601
623.780	-67.510	615.640
623.820	-65.403	615.684
623.860	-60.822	615.723
623.900	-53.581	615.760
623.940	-44.149	615.799
623.980	-33.382	615.842
624.020	-21.236	615.881
624.060	-8.074	615.922
624.100	4.910	615.964
624.140	17.725	616.001
624.180	29.570	616.041
624.220	39.630	616.079
624.260	47.493	616.120
624.300	52.840	616.163
624.340	55.587	616.201
624.380	55.545	616.242
624.420	52.774	616.277
624.460	47.626	616.322
624.500	39.583	616.359
624.540	29.627	616.400
624.580	18.056	616.440
624.620	5.128	616.479
624.660	-8.285	616.519
624.700	-21.702	616.559
624.740	-34.897	616.599
624.780	-46.777	616.641
624.820	-57.068	616.683
624.860	-65.470	616.722
624.900	-71.166	616.763
624.940	-73.996	616.801
624.980	-73.715	616.839
625.020	-70.589	616.877
625.060	-64.820	616.922
625.100	-56.110	616.961
625.140	-45.211	617.002
625.180	-32.903	617.041
625.220	-18.882	617.084
625.260	-4.283	617.119
625.300	10.803	617.160
625.340	25.275	617.198
625.380	38.760	617.242
625.420	50.643	617.281
625.460	60.655	617.320
625.500	68.357	617.360
625.540	72.824	617.399
625.580	74.661	617.439
625.620	73.480	617.484
625.660	69.039	617.520
625.700	62.623	617.561
625.740	53.361	617.601
625.780	42.322	617.640
625.820	29.631	617.680
625.860	15.814	617.725
625.900	1.712	617.762
625.940	-12.006	617.801
625.980	-25.080	617.842
626.020	-36.924	617.883
626.060	-46.341	617.919
626.100	-53.659	617.962
626.140	-58.368	618.002
626.180	-59.764	618.041
626.220	-58.530	618.080
626.260	-54.188	618.120
626.300	-47.382	618.162
626.340	-38.807	618.201
626.380	-27.928	618.240
626.420	-15.900	618.281
626.460	-2.404	618.321
626.500	11.475	618.359
626.540	25.238	618.398
626.580	37.821	618.441
626.620	49.603	618.483
626.660	59.358	618.522
626.700	66.480	618.561
626.740	71.724	618.603
626.780	73.302	618.642
626.820	72.443	618.680
626.860	68.910	618.720
626.900	62.273	618.762
626.940	53.741	618.801
626.980	42.729	618.839
627.020	30.456	618.881
627.060	17.239	618.920
627.100	3.111	618.959
627.140	-11.020	619.001
627.180	-23.967	619.041
627.220	-35.828	619.084
627.260	-45.734	619.124
627.300	-53.788	619.162
627.340	-59.290	619.203
627.380	-62.002	619.244
627.420	-61.926	619.280
627.460	-58.872	619.319
627.500	-53.339	619.359
627.540	-45.672	619.402
627.580	-36.060	619.442
627.620	-25.084	619.482
627.660	-13.039	619.523
627.700	-0.434	619.564
627.740	12.205	619.599
627.780	24.112	619.639
627.820	34.867	619.682
627.860	43.886	619.722
627.900	50.753	619.765
627.940	55.700	619.804
627.980	58.218	619.842
628.020	57.732	619.884
628.060	54.590	619.921
628.100	49.004	619.964
628.140	41.141	620.004
628.180	31.426	620.042
628.220	20.723	620.081
628.260	8.359	620.127
628.300	-3.617	620.165
628.340	-15.994	620.204
628.380	-27.747	620.241
628.420	-37.926	620.282
628.460	-46.610	620.323
628.500	-53.579	620.361
628.540	-57.894	620.404
628.580	-59.542	620.441
628.620	-58.989	620.481
628.660	-55.521	620.521
628.700	-49.779	620.559
628.740	-41.800	620.606
628.780	-32.114	620.640
628.820	-20.726	620.681
628.860	-8.363	620.724
628.900	4.610	620.760
628.940	17.080	620.802
628.980	29.070	620.841
629.020	39.389	620.882
629.060	48.783	620.919
629.100	55.395	620.960
629.140	60.066	621.003
629.180	61.792	621.041
629.220	60.635	621.083
629.260	56.813	621.121
629.300	50.806	621.160
629.340	41.924	621.199
629.380	31.167	621.242
629.420	19.449	621.285
629.460	6.106	621.322
629.500	-7.406	621.366
629.540	-20.526	621.402
629.580	-32.759	621.443
629.620	-43.656	621.481
629.660	-52.683	621.524
629.700	-59.972	621.562
629.740	-64.572	621.603
629.780	-65.982	621.644
629.820	-64.911	621.682
629.860	-60.903	621.721
629.900	-54.734	621.762
629.940	-46.566	621.801
629.980	-36.450	621.842
630.020	-24.683	621.884
630.060	-12.143	621.921
630.100	1.421	621.963
630.140	14.443	622.002
630.180	26.903	622.044
630.220	37.502	622.082
630.260	46.647	622.122
630.300	53.373	622.159
630.340	58.080	622.203
630.380	59.904	622.245
630.420	59.037	622.281
630.460	55.806	622.320
630.500	49.838	622.361
630.540	41.264	622.403
630.580	30.757	622.442
630.620	18.560	622.481
630.660	4.886	622.523
630.700	-8.535	622.564
630.740	-22.044	622.603
630.780	-34.938	622.643
630.820	-46.532	622.681
630.860	-56.672	622.720
630.900	-64.800	622.760
630.940	-70.051	622.802
630.980	-72.060	622.843
631.020	-71.743	622.882
631.060	-68.290	622.920
631.100	-62.610	622.962
631.140	-53.928	623.001
631.180	-42.758	623.040
631.220	-30.920	623.085
631.260	-17.006	623.122
631.300	-2.761	623.160
631.340	11.778	623.200
631.380	25.026	623.246
631.420	37.694	623.283
631.460	48.663	623.322
631.500	57.256	623.363
631.540	63.284	623.403
631.580	66.817	623.441
631.620	67.301	623.485
631.660	65.105	623.523
631.700	60.427	623.563
631.740	53.158	623.601
631.780	43.882	623.641
631.820	32.798	623.684
631.860	20.229	623.721
631.900	7.098	623.758
631.940	-5.858	623.799
631.980	-18.391	623.840
632.020	-29.326	623.881
632.060	-39.312	623.920
632.100	-46.794	623.959
632.140	-51.917	624.001
632.180	-54.370	624.039
632.220	-54.601	624.080
632.260	-51.844	624.120
632.300	-46.774	624.158
632.340	-39.260	624.200
632.380	-29.469	624.240
632.420	-18.196	624.278
632.460	-5.711	624.323
632.500	7.726	624.360
632.540	21.047	624.399
632.580	33.521	624.439
632.620	45.260	624.477
632.660	55.745	624.519
632.700	64.099	624.560
632.740	69.884	624.599
632.780	73.231	624.641
632.820	74.080	624.679
632.860	71.897	624.720
632.900	66.424	624.762
632.940	58.534	624.801
632.980	48.643	624.841
633.020	36.548	624.880
633.060	23.602	624.919
633.100	9.090	624.960
633.140	-5.023	625.001
633.180	-18.603	625.039
633.220	-31.477	625.081
633.260	-42.572	625.123
633.300	-51.691	625.162
633.340	-58.682	625.200
633.380	-62.954	625.241
633.420	-64.029	625.276
633.460	-62.246	625.320
633.500	-57.995	625.363
633.540	-50.817	625.401
633.580	-41.757	625.441
633.620	-30.978	625.480
633.660	-18.690	625.524
633.700	-5.092	625.563
633.740	8.160	625.601
633.780	21.656	625.640
633.820	33.795	625.677
633.860	44.885	625.718
633.900	53.731	625.758
633.940	60.531	625.799
633.980	64.644	625.840
634.020	66.151	625.880
634.060	64.750	625.920
634.100	60.786	625.960
634.140	53.969	625.999
634.180	44.753	626.039
634.220	33.568	626.083
634.260	21.416	626.119
634.300	8.053	626.159
634.340	-5.168	626.199
634.380	-18.605	626.242
634.420	-31.139	626.279
634.460	-42.699	626.320
634.500	-52.370	626.362
634.540	-59.813	626.400
634.580	-64.585	626.439
634.620	-66.551	626.478
634.660	-65.830	626.520
634.700	-62.394	626.561
634.740	-56.497	626.602
634.780	-48.052	626.642
634.820	-38.610	626.678
634.860	-27.246	626.716
634.900	-14.864	626.759
634.940	-1.846	626.799
634.980	11.229	626.839
635.020	23.737	626.878
635.060	34.865	626.922
635.100	44.464	626.960
635.140	52.007	627.000
635.180	56.995	627.038
635.220	59.402	627.082
635.260	59.209	627.122
635.300	56.286	627.163
635.340	50.951	627.198
635.380	44.154	627.237
635.420	35.321	627.281
635.460	24.932	627.320
635.500	13.482	627.361
635.540	1.184	627.400
635.580	-11.090	627.438
635.620	-22.746	627.478
635.660	-33.163	627.520
635.700	-42.087	627.562
635.740	-49.614	627.601
635.780	-54.345	627.642
635.820	-56.611	627.681
635.860	-56.509	627.722
635.900	-53.789	627.759
635.940	-49.139	627.799
635.980	-42.530	627.841
636.020	-34.464	627.883
636.060	-24.736	627.922
636.100	-14.633	627.960
636.140	-3.971	628.001
636.180	6.656	628.038
636.220	17.134	628.080
636.260	26.094	628.122
636.300	33.796	628.162
636.340	39.405	628.202
636.380	43.003	628.240
636.420	44.790	628.281
636.460	44.189	628.321
636.500	41.179	628.360
636.540	35.887	628.398
636.580	28.771	628.438
636.620	19.879	628.481
636.660	9.341	628.522
636.700	-1.786	628.560
636.740	-13.587	628.598
636.780	-24.939	628.640
636.820	-35.488	628.680
636.860	-44.933	628.719
636.900	-52.968	628.762
636.940	-58.842	628.797
636.980	-62.280	628.841
637.020	-63.467	628.881
637.060	-61.863	628.922
637.100	-57.793	628.959
637.140	-51.063	628.999
637.180	-42.257	629.038
637.220	-31.837	629.080
637.260	-19.918	629.118
637.300	-7.052	629.158
637.340	5.675	629.198
637.380	18.605	629.241
637.420	30.208	629.279
637.460	40.679	629.318
637.500	49.390	629.361
637.540	56.138	629.402
637.580	60.273	629.439
637.620	62.068	629.478
637.660	61.581	629.521
637.700	58.169	629.560
637.740	52.578	629.601
637.780	44.522	629.641
637.820	34.873	629.679
637.860	23.982	629.718
637.900	12.091	629.760
637.940	-0.532	629.798
637.980	-12.647	629.842
638.020	-24.429	629.880
638.060	-34.646	629.920
638.100	-43.288	629.959
638.140	-49.922	630.003
638.180	-54.068	630.039
638.220	-55.594	630.082
638.260	-54.469	630.120
638.300	-50.779	630.162
638.340	-44.373	630.203
638.380	-35.703	630.241
638.420	-25.239	630.279
638.460	-13.144	630.318
638.500	-0.370	630.359
638.540	13.556	630.399
638.580	27.245	630.440
638.620	39.965	630.480
638.660	51.015	630.521
638.700	60.864	630.558
638.740	68.241	630.600
638.780	73.158	630.641
638.820	75.321	630.680
638.860	74.821	630.724
638.900	71.903	630.764
638.940	66.469	630.801
638.980	57.826	630.835
639.020	48.484	630.878
639.060	36.720	630.922
639.100	24.418	630.961
639.140	11.044	631.003
639.180	-2.185	631.040
639.220	-15.112	631.084
639.260	-26.770	631.122
639.300	-36.503	631.161
639.340	-44.570	631.202
639.380	-50.126	631.241
639.420	-53.135	631.280
639.460	-53.655	631.321
639.500	-51.222	631.366
639.540	-46.344	631.400
639.580	-39.536	631.440
639.620	-30.032	631.481
639.660	-19.347	631.523
639.700	-7.689	631.563
639.740	4.106	631.600
639.780	16.868	631.640
639.820	28.509	631.683
639.860	39.325	631.722
639.900	48.751	631.761
639.940	56.144	631.801
639.980	61.392	631.839
640.020	63.966	631.880
640.060	63.661	631.923
640.100	61.012	631.960
640.140	55.432	632.002
640.180	47.572	632.042
640.220	38.010	632.081
640.260	26.485	632.122
640.300	13.714	632.161
640.340	0.485	632.203
640.380	-12.885	632.241
640.420	-25.044	632.282
640.460	-36.655	632.323
640.500	-46.635	632.363
640.540	-54.758	632.404
640.580	-60.515	632.443
640.620	-63.580	632.481
640.660	-63.855	632.523
640.700	-61.543	632.559
640.740	-56.204	632.602
640.780	-48.647	632.642
640.820	-39.200	632.681
640.860	-28.122	632.720
640.900	-15.570	632.758
640.940	-2.383	632.800
640.980	10.725	632.844
641.020	23.359	632.885
641.060	35.040	632.921
641.100	45.062	632.962
641.140	53.690	633.002
641.180	59.285	633.039
641.220	62.524	633.083
641.260	62.920	633.121
641.300	60.719	633.161
641.340	55.470	633.201
641.380	48.146	633.241
641.420	38.308	633.279
641.460	27.005	633.322
641.500	14.204	633.365
641.540	0.685	633.401
641.580	-12.833	633.443
641.620	-25.761	633.483
641.660	-37.781	633.524
641.700	-48.175	633.562
641.740	-56.962	633.601
641.780	-63.085	633.643
641.820	-66.885	633.683
641.860	-67.534	633.719
641.900	-65.993	633.760
641.940	-61.490	633.804
641.980	-54.625	633.846
642.020	-46.092	633.882
642.060	-35.458	633.921
642.100	-23.614	633.962
642.140	-10.854	634.005
642.180	1.778	634.044
642.220	14.449	634.082
642.260	26.219	634.122
642.300	36.469	634.163
642.340	44.754	634.200
642.380	51.125	634.241
642.420	55.448	634.282
642.460	57.255	634.323
642.500	56.427	634.361
642.540	53.095	634.401
642.580	47.478	634.442
642.620	39.408	634.483
642.660	29.446	634.520
642.700	17.875	634.562
642.740	5.193	634.602
642.780	-7.543	634.642
642.820	-20.186	634.681
642.860	-32.204	634.719
642.900	-42.675	634.762
642.940	-51.542	634.803
642.980	-58.487	634.843
643.020	-63.250	634.880
643.060	-65.594	634.923
643.100	-65.034	634.962
643.140	-61.364	635.004
643.180	-55.654	635.043
643.220	-47.317	635.081
643.260	-37.572	635.123
643.300	-25.876	635.163
643.340	-13.271	635.205
643.380	0.005	635.243
643.420	13.273	635.283
643.460	25.921	635.324
643.500	37.338	635.363
643.540	47.395	635.401
643.580	55.302	635.441
643.620	61.190	635.480
643.660	64.046	635.522
643.700	65.038	635.563
643.740	62.664	635.602
643.780	57.907	635.641
643.820	51.440	635.684
643.860	42.543	635.722
643.900	32.794	635.762
