Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
462.220	-108.514	454.081
462.260	-107.297	454.120
462.300	-101.412	454.162
462.340	-91.764	454.207
462.380	-78.047	454.246
462.420	-61.542	454.283
462.460	-42.435	454.321
462.500	-21.465	454.363
462.540	0.070	454.402
462.580	21.596	454.441
462.620	43.469	454.482
462.660	63.163	454.522
462.700	79.765	454.561
462.740	93.824	454.601
462.780	104.765	454.642
462.820	111.350	454.684
462.860	113.568	454.722
462.900	111.727	454.762
462.940	105.527	454.797
462.980	95.236	454.841
463.020	81.195	454.883
463.060	63.893	454.921
463.100	44.303	454.966
463.140	23.517	455.005
463.180	1.844	455.044
463.220	-18.911	455.079
463.260	-38.871	455.123
463.300	-57.123	455.162
463.340	-71.610	455.202
463.380	-82.965	455.243
463.420	-90.237	455.280
463.460	-93.218	455.323
463.500	-91.833	455.361
463.540	-86.366	455.403
463.580	-77.504	455.449
463.620	-65.436	455.485
463.660	-50.570	455.520
463.700	-33.170	455.564
463.740	-15.222	455.600
463.780	3.289	455.641
463.820	20.723	455.683
463.860	37.621	455.721
463.900	52.231	455.762
463.940	64.914	455.802
463.980	74.519	455.842
464.020	80.152	455.885
464.060	81.950	455.924
464.100	79.838	455.962
464.140	73.962	456.002
464.180	64.267	456.044
464.220	51.698	456.081
464.260	36.606	456.120
464.300	19.564	456.163
464.340	1.914	456.206
464.380	-16.823	456.243
464.420	-34.893	456.284
464.460	-52.480	456.325
464.500	-67.511	456.365
464.540	-80.758	456.405
464.580	-90.218	456.443
464.620	-94.929	456.480
464.660	-96.286	456.521
464.700	-93.589	456.561
464.740	-86.450	456.603
464.780	-75.879	456.643
464.820	-62.107	456.687
464.860	-45.303	456.723
464.900	-26.229	456.762
464.940	-6.075	456.806
464.980	14.230	456.844
465.020	33.150	456.885
465.060	50.190	456.923
465.100	65.324	456.965
465.140	77.103	457.004
465.180	85.937	457.043
465.220	91.231	457.082
465.260	92.420	457.121
465.300	89.852	457.164
465.340	82.770	457.205
465.380	72.003	457.243
465.420	58.469	457.282
465.460	42.913	457.325
465.500	24.855	457.364
465.540	6.034	457.402
465.580	-13.250	457.445
465.620	-31.406	457.483
465.660	-48.086	457.523
465.700	-62.641	457.564
465.740	-73.950	457.607
465.780	-82.256	457.644
465.820	-86.554	457.684
465.860	-87.502	457.727
465.900	-85.339	457.766
465.940	-79.626	457.802
465.980	-70.239	457.844
466.020	-57.753	457.885
466.060	-42.892	457.922
466.100	-25.342	457.962
466.140	-6.618	458.003
466.180	12.093	458.044
466.220	30.476	458.082
466.260	47.067	458.125
466.300	62.474	458.165
466.340	75.726	458.204
466.380	86.564	458.245
466.420	95.028	458.284
466.460	99.878	458.322
466.500	101.363	458.362
466.540	98.620	458.404
466.580	91.886	458.442
466.620	82.079	458.481
466.660	69.349	458.524
466.700	54.017	458.563
466.740	37.681	458.602
466.780	20.684	458.641
466.820	3.714	458.685
466.860	-13.033	458.724
466.900	-29.558	458.763
466.940	-44.372	458.804
466.980	-55.832	458.844
467.020	-64.543	458.883
467.060	-69.375	458.923
467.100	-70.377	458.961
467.140	-67.659	459.000
467.180	-60.819	459.043
467.220	-50.633	459.081
467.260	-37.648	459.124
467.300	-22.219	459.163
467.340	-6.410	459.201
467.380	9.802	459.243
467.420	26.083	459.284
467.460	41.224	459.321
467.500	53.923	459.363
467.540	64.079	459.405
467.580	71.685	459.445
467.620	75.778	459.481
467.660	76.806	459.522
467.700	74.383	459.564
467.740	68.875	459.603
467.780	60.150	459.643
467.820	48.281	459.682
467.860	34.212	459.723
467.900	18.841	459.762
467.940	2.619	459.803
467.980	-13.832	459.843
468.020	-30.213	459.883
468.060	-46.590	459.920
468.100	-61.078	459.963
468.140	-73.119	460.001
468.180	-81.993	460.044
468.220	-86.838	460.081
468.260	-88.485	460.122
468.300	-86.295	460.163
468.340	-81.227	460.203
468.380	-72.433	460.240
468.420	-60.313	460.281
468.460	-45.716	460.322
468.500	-28.503	460.364
468.540	-11.286	460.402
468.580	6.284	460.444
468.620	24.044	460.487
468.660	40.893	460.520
468.700	55.154	460.564
468.740	66.656	460.602
468.780	75.229	460.641
468.820	80.369	460.685
468.860	81.656	460.723
468.900	79.518	460.759
468.940	74.187	460.806
468.980	65.153	460.844
469.020	51.654	460.883
469.060	36.936	460.924
469.100	20.154	460.964
469.140	2.518	461.002
469.180	-15.229	461.043
469.220	-32.963	461.082
469.260	-50.003	461.127
469.300	-64.874	461.164
469.340	-77.439	461.205
469.380	-87.161	461.247
469.420	-93.805	461.285
469.460	-97.166	461.324
469.500	-96.656	461.368
469.540	-92.070	461.408
469.580	-83.747	461.445
469.620	-71.937	461.485
469.660	-57.212	461.525
469.700	-40.212	461.561
469.740	-22.210	461.606
469.780	-3.684	461.644
469.820	14.630	461.682
469.860	32.349	461.727
469.900	48.396	461.766
469.940	61.410	461.805
469.980	70.952	461.844
470.020	77.053	461.883
470.060	79.901	461.921
470.100	78.720	461.964
470.140	73.851	462.006
470.180	65.166	462.048
470.220	53.413	462.087
470.260	38.969	462.124
470.300	22.909	462.166
470.340	5.101	462.203
470.380	-13.348	462.244
470.420	-31.766	462.284
470.460	-49.904	462.323
470.500	-65.873	462.365
470.540	-78.835	462.406
470.580	-88.621	462.445
470.620	-95.305	462.485
470.660	-98.121	462.525
470.700	-96.914	462.565
470.740	-92.112	462.602
470.780	-83.502	462.646
470.820	-71.048	462.684
470.860	-55.525	462.723
470.900	-37.309	462.761
470.940	-17.244	462.804
470.980	4.294	462.843
471.020	25.453	462.883
471.060	44.411	462.925
471.100	61.593	462.962
471.140	75.896	463.004
471.180	87.430	463.045
471.220	95.215	463.084
471.260	99.835	463.126
471.300	100.251	463.164
471.340	96.822	463.203
471.380	89.295	463.247
471.420	78.594	463.286
471.460	64.949	463.322
471.500	48.490	463.364
471.540	30.189	463.404
471.580	10.616	463.444
471.620	-9.282	463.481
471.660	-28.939	463.522
471.700	-48.043	463.564
471.740	-64.822	463.603
471.780	-79.082	463.643
471.820	-90.430	463.682
471.860	-97.662	463.724
471.900	-100.441	463.764
471.940	-98.797	463.804
471.980	-93.172	463.842
472.020	-83.121	463.883
472.060	-69.692	463.921
472.100	-53.950	463.961
472.140	-35.222	464.003
472.180	-16.025	464.043
472.220	3.573	464.080
472.260	23.030	464.122
472.300	41.530	464.162
472.340	57.992	464.200
472.380	71.951	464.241
472.420	82.737	464.284
472.460	89.627	464.324
472.500	91.891	464.365
472.540	89.772	464.402
472.580	83.559	464.440
472.620	73.934	464.482
472.660	61.446	464.523
472.700	46.618	464.563
472.740	29.639	464.602
472.780	11.773	464.643
472.820	-6.008	464.683
472.860	-23.912	464.723
472.900	-40.575	464.761
472.940	-54.652	464.802
472.980	-65.902	464.841
473.020	-73.580	464.881
473.060	-78.570	464.920
473.100	-79.658	464.964
473.140	-77.330	465.002
473.180	-72.351	465.042
473.220	-64.614	465.080
473.260	-53.855	465.121
473.300	-40.686	465.163
473.340	-25.549	465.201
473.380	-9.393	465.243
473.420	7.993	465.281
473.460	24.644	465.323
473.500	40.719	465.361
473.540	54.181	465.405
473.580	65.240	465.440
473.620	73.159	465.480
473.660	78.353	465.520
473.700	80.106	465.563
473.740	77.869	465.600
473.780	72.455	465.640
473.820	63.725	465.686
473.860	52.029	465.724
473.900	37.687	465.761
473.940	21.467	465.803
473.980	4.067	465.840
474.020	-13.524	465.883
474.060	-31.001	465.921
474.100	-48.068	465.962
474.140	-63.108	465.998
474.180	-75.708	466.043
474.220	-84.855	466.081
474.260	-90.978	466.122
474.300	-93.502	466.162
474.340	-92.408	466.203
474.380	-87.422	466.242
474.420	-79.182	466.282
474.460	-68.015	466.324
474.500	-54.213	466.361
474.540	-38.390	466.401
474.580	-21.744	466.441
474.620	-4.393	466.485
474.660	11.910	466.523
474.700	27.343	466.563
474.740	40.854	466.603
474.780	52.214	466.643
474.820	60.713	466.683
474.860	65.999	466.723
474.900	67.934	466.761
474.940	66.383	466.801
474.980	61.575	466.843
475.020	53.922	466.882
475.060	43.556	466.921
475.100	30.228	466.962
475.140	14.935	467.002
475.180	-1.935	467.042
475.220	-19.488	467.079
475.260	-37.432	467.121
475.300	-52.597	467.159
475.340	-65.917	467.200
475.380	-76.478	467.244
475.420	-84.010	467.284
475.460	-88.464	467.321
475.500	-89.524	467.359
475.540	-86.675	467.401
475.580	-80.704	467.441
475.620	-71.484	467.480
475.660	-59.031	467.519
475.700	-44.678	467.565
475.740	-28.659	467.603
475.780	-11.226	467.639
475.820	5.799	467.681
475.860	22.260	467.720
475.900	37.979	467.762
475.940	51.330	467.805
475.980	62.213	467.840
476.020	70.206	467.882
476.060	74.668	467.922
476.100	75.418	467.963
476.140	72.397	468.001
476.180	66.897	468.043
476.220	58.393	468.082
476.260	46.882	468.125
476.300	33.410	468.162
476.340	18.344	468.201
476.380	2.629	468.242
476.420	-13.705	468.283
476.460	-30.081	468.320
476.500	-45.182	468.364
476.540	-58.122	468.404
476.580	-68.701	468.442
476.620	-76.881	468.484
476.660	-81.224	468.520
476.700	-82.084	468.559
476.740	-80.291	468.602
476.780	-75.306	468.641
476.820	-66.811	468.684
476.860	-54.861	468.721
476.900	-40.051	468.763
476.940	-22.251	468.806
476.980	-2.779	468.844
477.020	16.991	468.884
477.060	36.532	468.924
477.100	54.804	468.967
477.140	70.228	469.006
477.180	83.271	469.043
477.220	92.046	469.082
477.260	97.514	469.125
477.300	98.657	469.164
477.340	95.526	469.202
477.380	88.441	469.246
477.420	78.177	469.285
477.460	65.483	469.326
477.500	50.901	469.367
477.540	33.559	469.405
477.580	15.000	469.444
477.620	-3.781	469.483
477.660	-22.274	469.526
477.700	-39.362	469.567
477.740	-54.800	469.605
477.780	-67.120	469.642
477.820	-77.009	469.684
477.860	-84.074	469.724
477.900	-87.750	469.767
477.940	-88.088	469.807
477.980	-84.453	469.846
478.020	-77.020	469.886
478.060	-65.508	469.925
478.100	-51.972	469.965
478.140	-35.724	470.004
478.180	-18.604	470.046
478.220	-0.587	470.088
478.260	16.605	470.127
478.300	33.331	470.165
478.340	48.761	470.209
478.380	61.729	470.248
478.420	72.198	470.285
478.460	78.797	470.327
478.500	82.051	470.367
478.540	81.701	470.405
478.580	77.610	470.444
478.620	70.071	470.486
478.660	58.919	470.527
478.700	45.694	470.567
478.740	30.194	470.606
478.780	13.827	470.646
478.820	-3.043	470.686
478.860	-20.106	470.727
478.900	-36.205	470.766
478.940	-51.022	470.806
478.980	-63.714	470.846
479.020	-72.568	470.886
479.060	-78.293	470.926
479.100	-80.197	470.964
479.140	-78.569	471.004
479.180	-73.381	471.047
479.220	-64.569	471.087
479.260	-53.290	471.124
479.300	-39.608	471.166
479.340	-24.227	471.206
479.380	-7.575	471.248
479.420	8.496	471.285
479.460	24.365	471.325
479.500	39.636	471.367
479.540	53.360	471.410
479.580	64.861	471.448
479.620	73.409	471.491
479.660	78.898	471.523
479.700	80.249	471.568
479.740	77.902	471.604
479.780	72.635	471.640
479.820	63.356	471.687
479.860	50.539	471.728
479.900	34.875	471.763
479.940	17.628	471.804
479.980	-0.268	471.844
480.020	-18.524	471.884
480.060	-37.060	471.926
480.100	-54.779	471.966
480.140	-70.678	472.003
480.180	-84.238	472.043
480.220	-94.313	472.086
480.260	-101.719	472.126
480.300	-104.762	472.165
480.340	-104.844	472.204
480.380	-101.374	472.243
480.420	-94.361	472.285
480.460	-83.818	472.328
480.500	-70.941	472.362
480.540	-55.265	472.404
480.580	-38.621	472.445
480.620	-20.455	472.484
480.660	-2.774	472.526
480.700	14.718	472.566
480.740	29.942	472.603
480.780	44.093	472.648
480.820	55.294	472.684
480.860	63.580	472.725
480.900	69.307	472.763
480.940	71.934	472.800
480.980	71.053	472.842
481.020	66.585	472.881
481.060	58.615	472.922
481.100	47.064	472.967
481.140	33.054	473.007
481.180	17.700	473.041
481.220	1.803	473.082
481.260	-14.097	473.124
481.300	-30.011	473.165
481.340	-44.685	473.204
481.380	-57.240	473.242
481.420	-68.147	473.286
481.460	-75.377	473.322
481.500	-80.034	473.360
481.540	-81.631	473.403
481.580	-79.679	473.445
481.620	-74.323	473.483
481.660	-66.581	473.519
481.700	-55.730	473.562
481.740	-42.515	473.602
481.780	-27.914	473.642
481.820	-12.567	473.683
481.860	3.191	473.722
481.900	19.158	473.761
481.940	34.097	473.802
481.980	47.005	473.841
482.020	57.170	473.883
482.060	64.842	473.922
482.100	69.066	473.960
482.140	69.606	474.005
482.180	67.386	474.044
482.220	62.627	474.083
482.260	54.020	474.123
482.300	42.629	474.165
482.340	29.283	474.206
482.380	15.274	474.244
482.420	0.037	474.283
482.460	-14.776	474.325
482.500	-29.383	474.360
482.540	-42.212	474.400
482.580	-53.118	474.443
482.620	-61.184	474.481
482.660	-66.563	474.521
482.700	-68.495	474.562
482.740	-67.154	474.604
482.780	-62.593	474.641
482.820	-54.529	474.680
482.860	-43.679	474.722
482.900	-30.360	474.762
482.940	-14.803	474.803
482.980	1.590	474.842
483.020	19.421	474.883
483.060	37.277	474.918
483.100	54.950	474.963
483.140	70.423	475.004
483.180	84.069	475.044
483.220	95.039	475.083
483.260	102.337	475.125
483.300	106.558	475.164
483.340	106.908	475.204
483.380	103.712	475.245
483.420	96.447	475.285
483.460	85.780	475.323
483.500	72.575	475.362
483.540	56.999	475.403
483.580	39.222	475.444
483.620	21.225	475.483
483.660	2.666	475.523
483.700	-15.066	475.564
483.740	-31.899	475.602
483.780	-46.650	475.640
483.820	-59.327	475.683
483.860	-68.781	475.724
483.900	-75.148	475.762
483.940	-77.515	475.800
483.980	-76.380	475.841
484.020	-72.191	475.885
484.060	-64.105	475.920
484.100	-53.177	475.961
484.140	-39.476	476.006
484.180	-23.660	476.044
484.220	-6.350	476.085
484.260	11.031	476.123
484.300	27.603	476.164
484.340	43.242	476.204
484.380	57.230	476.243
484.420	68.319	476.283
484.460	76.634	476.326
484.500	81.542	476.362
484.540	82.614	476.405
484.580	80.227	476.444
484.620	74.201	476.482
484.660	65.293	476.521
484.700	53.282	476.561
484.740	38.763	476.602
484.780	22.390	476.645
484.820	5.734	476.684
484.860	-11.510	476.725
484.900	-28.372	476.764
484.940	-43.375	476.806
484.980	-57.377	476.843
485.020	-69.242	476.885
485.060	-78.008	476.927
485.100	-84.280	476.965
485.140	-86.553	477.004
485.180	-85.622	477.045
485.220	-80.754	477.086
485.260	-72.919	477.125
485.300	-61.094	477.166
485.340	-46.891	477.203
485.380	-31.111	477.245
485.420	-13.575	477.285
485.460	3.906	477.325
485.500	20.657	477.364
485.540	36.595	477.406
485.580	51.574	477.445
485.620	64.202	477.483
485.660	74.127	477.523
485.700	80.618	477.567
485.740	84.373	477.605
485.780	83.880	477.643
485.820	78.845	477.688
485.860	70.698	477.725
485.900	59.072	477.766
485.940	44.296	477.804
485.980	27.315	477.843
486.020	8.660	477.887
486.060	-10.378	477.925
486.100	-29.339	477.963
486.140	-47.147	478.007
486.180	-63.250	478.044
486.220	-76.748	478.085
486.260	-88.547	478.124
486.300	-96.793	478.169
486.340	-101.525	478.207
486.380	-101.965	478.245
486.420	-98.796	478.283
486.460	-92.114	478.328
486.500	-81.906	478.367
486.540	-67.556	478.408
486.580	-50.852	478.446
486.620	-32.797	478.487
486.660	-14.153	478.527
486.700	4.057	478.565
486.740	21.553	478.605
486.780	37.484	478.647
486.820	51.504	478.685
486.860	62.134	478.726
486.900	69.896	478.767
486.940	73.915	478.806
486.980	74.345	478.845
487.020	71.098	478.885
487.060	64.148	478.924
487.100	54.071	478.967
487.140	41.065	479.007
487.180	26.795	479.046
487.220	10.472	479.085
487.260	-6.365	479.126
487.300	-23.319	479.166
487.340	-39.420	479.207
487.380	-54.475	479.246
487.420	-67.389	479.285
487.460	-77.290	479.325
487.500	-84.359	479.363
487.540	-88.304	479.405
487.580	-87.840	479.447
487.620	-82.869	479.486
487.660	-74.739	479.523
487.700	-63.362	479.565
487.740	-49.035	479.605
487.780	-32.920	479.644
487.820	-15.150	479.685
487.860	2.984	479.722
487.900	20.592	479.767
487.940	37.535	479.809
487.980	52.471	479.848
488.020	64.776	479.884
488.060	73.878	479.923
488.100	79.889	479.965
488.140	82.732	480.006
488.180	82.253	480.047
488.220	78.111	480.085
488.260	71.039	480.124
488.300	60.498	480.162
488.340	47.345	480.203
488.380	31.708	480.244
488.420	14.712	480.283
488.460	-3.394	480.323
488.500	-21.578	480.365
488.540	-39.200	480.403
488.580	-54.147	480.444
488.620	-66.365	480.484
488.660	-76.898	480.521
488.700	-84.129	480.565
488.740	-87.956	480.606
488.780	-88.272	480.644
488.820	-85.291	480.685
488.860	-78.420	480.723
488.900	-68.120	480.763
488.940	-54.925	480.802
488.980	-39.609	480.842
489.020	-22.991	480.884
489.060	-4.581	480.928
489.100	13.525	480.965
489.140	31.057	481.005
489.180	46.451	481.043
489.220	60.856	481.083
489.260	72.495	481.123
489.300	81.315	481.163
489.340	86.884	481.208
489.380	89.195	481.245
489.420	88.337	481.283
489.460	83.999	481.324
489.500	76.331	481.362
489.540	65.927	481.404
489.580	52.954	481.445
489.620	38.792	481.484
489.660	23.181	481.523
489.700	7.558	481.564
489.740	-7.873	481.606
489.780	-21.453	481.643
489.820	-33.968	481.684
489.860	-43.824	481.724
489.900	-50.409	481.762
489.940	-54.471	481.802
489.980	-54.831	481.846
490.020	-52.293	481.886
490.060	-46.908	481.924
490.100	-39.019	481.964
490.140	-28.500	482.003
490.180	-16.744	482.043
490.220	-3.510	482.081
490.260	10.281	482.120
490.300	24.197	482.166
490.340	37.309	482.202
490.380	49.137	482.244
490.420	59.195	482.285
490.460	66.489	482.324
490.500	70.165	482.362
490.540	70.585	482.400
490.580	67.507	482.442
490.620	61.001	482.486
490.660	50.930	482.522
490.700	37.761	482.563
490.740	23.825	482.603
490.780	8.941	482.639
490.820	-6.015	482.679
490.860	-22.070	482.722
490.900	-38.841	482.759
490.940	-53.237	482.804
490.980	-65.083	482.844
491.020	-75.431	482.882
491.060	-83.107	482.921
491.100	-87.656	482.962
491.140	-88.513	482.999
491.180	-85.755	483.038
491.220	-78.996	483.081
491.260	-68.840	483.120
491.300	-55.590	483.161
491.340	-40.014	483.199
491.380	-21.873	483.239
491.420	-2.422	483.280
491.460	17.521	483.320
491.500	36.632	483.361
491.540	54.659	483.400
491.580	70.163	483.440
491.620	83.054	483.481
491.660	92.471	483.521
491.700	98.723	483.561
491.740	101.138	483.604
491.780	100.060	483.640
491.820	94.769	483.681
491.860	86.044	483.723
491.900	73.180	483.764
491.940	58.091	483.802
491.980	40.671	483.840
492.020	21.549	483.882
492.060	1.817	483.920
492.100	-18.314	483.962
492.140	-37.607	484.002
492.180	-55.585	484.042
492.220	-71.175	484.083
492.260	-83.680	484.121
492.300	-93.234	484.161
492.340	-98.521	484.202
492.380	-99.884	484.242
492.420	-97.116	484.281
492.460	-90.509	484.322
492.500	-80.388	484.362
492.540	-66.797	484.405
492.580	-51.069	484.443
492.620	-33.488	484.483
492.660	-15.379	484.523
492.700	2.835	484.562
492.740	20.105	484.599
492.780	36.515	484.644
492.820	50.768	484.682
492.860	62.222	484.722
492.900	70.353	484.764
492.940	75.001	484.806
492.980	76.135	484.842
493.020	73.715	484.881
493.060	67.840	484.922
493.100	59.161	484.962
493.140	47.190	485.002
493.180	32.722	485.041
493.220	16.805	485.083
493.260	-0.002	485.123
493.300	-17.469	485.163
493.340	-34.825	485.204
493.380	-50.723	485.241
493.420	-64.491	485.281
493.460	-75.761	485.321
493.500	-83.938	485.359
493.540	-89.069	485.404
493.580	-89.997	485.443
493.620	-87.497	485.481
493.660	-81.715	485.526
493.700	-72.361	485.564
493.740	-59.836	485.601
493.780	-45.294	485.640
493.820	-28.701	485.683
493.860	-11.259	485.724
493.900	6.929	485.762
493.940	23.776	485.803
493.980	40.229	485.839
494.020	54.716	485.880
