Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
761.660	80.090	753.516
761.700	76.083	753.556
761.740	68.233	753.599
761.780	57.745	753.637
761.820	43.897	753.679
761.860	28.299	753.720
761.900	11.582	753.757
761.940	-5.883	753.797
761.980	-23.725	753.834
762.020	-40.518	753.881
762.060	-55.693	753.919
762.100	-68.010	753.957
762.140	-77.430	753.997
762.180	-83.205	754.041
762.220	-85.392	754.079
762.260	-83.999	754.116
762.300	-78.835	754.156
762.340	-70.223	754.198
762.380	-58.041	754.237
762.420	-43.853	754.277
762.460	-27.473	754.315
762.500	-10.121	754.361
762.540	7.626	754.402
762.580	25.009	754.440
762.620	40.890	754.478
762.660	55.016	754.516
762.700	66.574	754.554
762.740	74.638	754.595
762.780	79.609	754.639
762.820	80.717	754.678
762.860	78.243	754.716
762.900	72.088	754.757
762.940	62.774	754.798
762.980	49.853	754.839
763.020	35.113	754.878
763.060	18.112	754.916
763.100	0.589	754.956
763.140	-17.611	754.999
763.180	-35.097	755.039
763.220	-51.821	755.075
763.260	-66.066	755.120
763.300	-77.364	755.158
763.340	-85.924	755.199
763.380	-90.628	755.241
763.420	-91.087	755.276
763.460	-87.418	755.318
763.500	-79.732	755.358
763.540	-68.625	755.400
763.580	-54.153	755.438
763.620	-37.505	755.476
763.660	-17.764	755.519
763.700	2.277	755.557
763.740	22.330	755.600
763.780	41.777	755.640
763.820	60.035	755.677
763.860	76.479	755.719
763.900	89.715	755.760
763.940	99.604	755.798
763.980	105.124	755.839
764.020	106.557	755.880
764.060	103.325	755.918
764.100	95.881	755.959
764.140	84.518	755.995
764.180	69.874	756.038
764.220	52.768	756.078
764.260	33.367	756.118
764.300	12.742	756.158
764.340	-7.243	756.203
764.380	-27.470	756.240
764.420	-45.954	756.278
764.460	-62.486	756.319
764.500	-76.176	756.361
764.540	-86.527	756.400
764.580	-92.939	756.441
764.620	-95.858	756.480
764.660	-94.216	756.523
764.700	-88.598	756.559
764.740	-79.354	756.600
764.780	-66.713	756.638
764.820	-50.577	756.681
764.860	-32.271	756.719
764.900	-12.225	756.760
764.940	8.067	756.801
764.980	28.278	756.839
765.020	47.486	756.880
765.060	64.356	756.918
765.100	78.943	756.959
765.140	89.328	756.999
765.180	96.044	757.039
765.220	98.516	757.081
765.260	96.619	757.122
765.300	90.159	757.161
765.340	79.902	757.199
765.380	66.138	757.239
765.420	49.895	757.278
765.460	30.901	757.321
765.500	11.045	757.360
765.540	-8.810	757.402
765.580	-28.630	757.439
765.620	-46.838	757.479
765.660	-63.615	757.518
765.700	-76.786	757.557
765.740	-86.344	757.601
765.780	-92.844	757.641
765.820	-95.166	757.681
765.860	-93.266	757.718
765.900	-87.276	757.760
765.940	-78.129	757.801
765.980	-65.139	757.842
766.020	-49.285	757.880
766.060	-31.254	757.919
766.100	-12.066	757.960
766.140	7.239	757.996
766.180	26.096	758.039
766.220	44.459	758.079
766.260	60.823	758.120
766.300	74.082	758.158
766.340	83.724	758.200
766.380	89.238	758.241
766.420	90.163	758.277
766.460	87.447	758.318
766.500	80.720	758.358
766.540	70.214	758.399
766.580	56.453	758.441
766.620	39.739	758.481
766.660	21.486	758.520
766.700	2.400	758.562
766.740	-16.910	758.600
766.780	-36.438	758.636
766.820	-54.388	758.679
766.860	-69.814	758.719
766.900	-81.852	758.761
766.940	-90.279	758.799
766.980	-94.580	758.838
767.020	-94.228	758.876
767.060	-89.672	758.918
767.100	-81.074	758.960
767.140	-69.208	759.001
767.180	-53.553	759.040
767.220	-35.791	759.077
767.260	-15.808	759.119
767.300	4.930	759.160
767.340	26.125	759.198
767.380	46.699	759.238
767.420	65.616	759.280
767.460	81.903	759.320
767.500	94.837	759.359
767.540	104.054	759.395
767.580	109.515	759.436
767.620	110.060	759.475
767.660	106.560	759.519
767.700	98.770	759.558
767.740	86.639	759.599
767.780	71.441	759.639
767.820	53.118	759.676
767.860	32.273	759.715
767.900	10.677	759.759
767.940	-11.367	759.797
767.980	-33.343	759.838
768.020	-53.707	759.878
768.060	-72.145	759.916
768.100	-87.535	759.958
768.140	-100.212	759.995
768.180	-107.649	760.038
768.220	-110.216	760.077
768.260	-108.136	760.114
768.300	-100.828	760.157
768.340	-88.869	760.198
768.380	-73.128	760.238
768.420	-54.154	760.275
768.460	-32.967	760.317
768.500	-10.211	760.353
768.540	12.987	760.396
768.580	35.377	760.437
768.620	55.925	760.479
768.660	73.454	760.517
768.700	88.196	760.557
768.740	98.212	760.598
768.780	104.143	760.636
768.820	105.323	760.678
768.860	101.911	760.717
768.900	94.582	760.754
768.940	83.285	760.800
768.980	67.953	760.840
769.020	50.178	760.876
769.060	30.195	760.918
769.100	9.026	760.956
769.140	-12.429	760.997
769.180	-33.456	761.037
769.220	-52.888	761.077
769.260	-70.625	761.119
769.300	-85.726	761.157
769.340	-98.222	761.198
769.380	-106.862	761.236
769.420	-111.055	761.279
769.460	-110.765	761.318
769.500	-106.034	761.361
769.540	-96.760	761.405
769.580	-83.327	761.438
769.620	-66.947	761.478
769.660	-47.638	761.516
769.700	-26.092	761.561
769.740	-3.971	761.598
769.780	18.164	761.637
769.820	40.033	761.678
769.860	59.416	761.721
769.900	76.557	761.757
769.940	90.068	761.794
769.980	99.460	761.837
770.020	104.005	761.876
770.060	103.614	761.918
770.100	98.716	761.957
770.140	89.494	761.998
770.180	76.440	762.039
770.220	60.698	762.077
770.260	41.774	762.117
770.300	21.332	762.159
770.340	0.493	762.198
770.380	-20.379	762.238
770.420	-39.878	762.279
770.460	-57.072	762.318
770.500	-71.611	762.359
770.540	-82.441	762.398
770.580	-89.525	762.439
770.620	-92.060	762.475
770.660	-90.807	762.517
770.700	-84.694	762.560
770.740	-74.892	762.599
770.780	-61.309	762.641
770.820	-44.821	762.681
770.860	-26.623	762.719
770.900	-6.400	762.758
770.940	14.124	762.799
770.980	33.801	762.838
771.020	52.786	762.877
771.060	69.831	762.917
771.100	83.991	762.959
771.140	94.934	763.001
771.180	102.206	763.038
771.220	105.162	763.081
771.260	103.819	763.122
771.300	98.603	763.157
771.340	88.620	763.195
771.380	74.901	763.235
771.420	57.921	763.278
771.460	38.440	763.317
771.500	17.474	763.358
771.540	-4.412	763.400
771.580	-25.916	763.438
771.620	-46.628	763.478
771.660	-64.891	763.520
771.700	-80.525	763.555
771.740	-92.691	763.597
771.780	-100.606	763.639
771.820	-103.771	763.676
771.860	-102.432	763.718
771.900	-96.709	763.759
771.940	-86.594	763.796
771.980	-72.675	763.838
772.020	-55.897	763.878
772.060	-36.315	763.916
772.100	-15.225	763.957
772.140	5.712	763.996
772.180	26.570	764.034
772.220	46.364	764.078
772.260	63.892	764.115
772.300	79.072	764.158
772.340	90.754	764.198
772.380	98.321	764.239
772.420	101.782	764.276
772.460	100.220	764.316
772.500	94.088	764.357
772.540	84.055	764.397
772.580	70.408	764.437
772.620	53.228	764.477
772.660	33.531	764.517
772.700	12.443	764.559
772.740	-9.007	764.594
772.780	-30.437	764.635
772.820	-50.725	764.678
772.860	-69.069	764.716
772.900	-84.601	764.756
772.940	-96.355	764.797
772.980	-104.323	764.836
773.020	-108.076	764.873
773.060	-106.829	764.918
773.100	-100.749	764.957
773.140	-90.772	764.999
773.180	-76.314	765.036
773.220	-58.658	765.076
773.260	-38.701	765.116
773.300	-16.993	765.154
773.340	4.975	765.196
773.380	27.044	765.234
773.420	47.980	765.277
773.460	66.936	765.318
773.500	82.298	765.356
773.540	94.131	765.399
773.580	101.942	765.437
773.620	105.739	765.477
773.660	105.471	765.516
773.700	101.214	765.561
773.740	92.703	765.598
773.780	81.006	765.637
773.820	65.838	765.673
773.860	48.288	765.718
773.900	29.020	765.755
773.940	8.928	765.797
773.980	-11.328	765.836
774.020	-31.658	765.876
774.060	-50.399	765.918
774.100	-65.964	765.958
774.140	-79.090	765.996
774.180	-88.401	766.035
774.220	-93.118	766.077
774.260	-92.978	766.116
774.300	-88.495	766.154
774.340	-79.698	766.195
774.380	-67.427	766.238
774.420	-52.495	766.279
774.460	-34.806	766.317
774.500	-14.906	766.355
774.540	5.652	766.397
774.580	26.535	766.438
774.620	46.277	766.478
774.660	64.368	766.515
774.700	79.096	766.555
774.740	90.549	766.598
774.780	97.813	766.635
774.820	100.890	766.675
774.860	99.274	766.716
774.900	92.821	766.756
774.940	82.516	766.793
774.980	67.745	766.835
775.020	49.870	766.877
775.060	30.445	766.915
775.100	9.012	766.959
775.140	-12.781	766.997
775.180	-34.532	767.038
775.220	-54.710	767.081
775.260	-72.346	767.119
775.300	-86.971	767.155
775.340	-98.365	767.197
775.380	-105.126	767.236
775.420	-107.910	767.278
775.460	-105.690	767.317
775.500	-99.225	767.356
775.540	-89.280	767.400
775.580	-75.693	767.436
775.620	-59.263	767.477
775.660	-41.211	767.516
775.700	-20.793	767.558
775.740	0.170	767.600
775.780	20.942	767.639
775.820	40.550	767.678
775.860	58.299	767.715
775.900	73.125	767.758
775.940	85.363	767.796
775.980	93.347	767.836
776.020	97.244	767.879
776.060	96.477	767.915
776.100	91.595	767.956
776.140	82.279	768.001
776.180	68.678	768.039
776.220	52.190	768.077
776.260	32.583	768.119
776.300	11.403	768.160
776.340	-10.422	768.198
776.380	-32.861	768.241
776.420	-53.565	768.278
776.460	-72.095	768.318
776.500	-88.142	768.357
776.540	-100.527	768.399
776.580	-108.602	768.438
776.620	-112.038	768.482
776.660	-110.020	768.522
776.700	-103.287	768.559
776.740	-91.044	768.601
776.780	-74.298	768.642
776.820	-54.669	768.680
776.860	-32.465	768.718
776.900	-8.688	768.758
776.940	16.156	768.801
776.980	39.825	768.839
777.020	61.493	768.877
777.060	80.932	768.917
777.100	96.645	768.960
777.140	109.110	769.000
777.180	117.297	769.040
777.220	121.198	769.080
777.260	120.352	769.121
777.300	115.101	769.159
777.340	105.619	769.198
777.380	92.023	769.240
777.420	75.321	769.282
777.460	56.230	769.320
777.500	34.860	769.359
777.540	12.022	769.401
777.580	-10.885	769.439
777.620	-33.382	769.479
777.660	-54.480	769.517
777.700	-73.060	769.559
777.740	-88.695	769.601
777.780	-100.825	769.641
777.820	-107.738	769.681
777.860	-110.616	769.718
777.900	-108.667	769.759
777.940	-101.634	769.797
777.980	-90.596	769.837
778.020	-75.123	769.878
778.060	-56.932	769.918
778.100	-36.621	769.957
778.140	-14.871	769.994
778.180	6.568	770.038
778.220	26.836	770.079
778.260	46.065	770.119
778.300	62.353	770.159
778.340	75.569	770.200
778.380	84.395	770.236
778.420	89.331	770.277
778.460	90.209	770.318
778.500	86.179	770.358
778.540	78.215	770.397
778.580	66.568	770.435
778.620	51.471	770.479
778.660	33.452	770.516
778.700	14.403	770.556
778.740	-5.419	770.597
778.780	-25.753	770.641
778.820	-44.721	770.678
778.860	-62.162	770.715
778.900	-76.639	770.757
778.940	-88.611	770.799
778.980	-96.351	770.838
779.020	-100.284	770.876
779.060	-100.324	770.919
779.100	-95.617	770.957
779.140	-87.396	770.998
779.180	-75.074	771.036
779.220	-59.214	771.078
779.260	-40.703	771.117
779.300	-19.739	771.155
779.340	1.885	771.195
779.380	23.613	771.237
779.420	43.927	771.276
779.460	62.834	771.318
779.500	77.898	771.357
779.540	89.835	771.396
779.580	97.809	771.436
779.620	101.906	771.476
779.660	101.375	771.518
779.700	96.653	771.560
779.740	88.105	771.597
779.780	75.509	771.637
779.820	59.860	771.675
779.860	41.535	771.716
779.900	21.482	771.757
779.940	0.926	771.799
779.980	-18.905	771.837
780.020	-38.254	771.878
780.060	-55.016	771.917
780.100	-68.965	771.955
780.140	-79.589	771.994
780.180	-86.223	772.037
780.220	-89.272	772.079
780.260	-87.837	772.119
780.300	-82.406	772.157
780.340	-73.111	772.195
780.380	-60.331	772.235
780.420	-43.825	772.274
780.460	-24.949	772.312
780.500	-4.372	772.356
780.540	16.253	772.396
780.580	36.508	772.438
780.620	56.465	772.478
780.660	73.949	772.518
780.700	88.520	772.556
780.740	99.556	772.594
780.780	107.073	772.636
780.820	110.088	772.678
780.860	108.099	772.716
780.900	101.666	772.752
780.940	91.066	772.797
780.980	76.780	772.835
781.020	58.280	772.876
781.060	36.451	772.918
781.100	13.418	772.961
781.140	-11.024	772.997
781.180	-35.692	773.036
781.220	-59.219	773.079
781.260	-80.057	773.118
781.300	-98.017	773.156
781.340	-111.488	773.197
781.380	-120.001	773.238
781.420	-122.897	773.275
781.460	-121.194	773.319
781.500	-114.770	773.353
781.540	-104.444	773.397
781.580	-89.856	773.436
781.620	-72.230	773.475
781.660	-52.474	773.518
781.700	-31.255	773.558
781.740	-9.621	773.596
781.780	12.378	773.636
781.820	33.065	773.676
781.860	51.889	773.716
781.900	67.469	773.755
781.940	79.893	773.792
781.980	88.984	773.837
782.020	94.132	773.876
782.060	94.793	773.917
782.100	91.852	773.957
782.140	84.663	773.994
782.180	73.335	774.034
782.220	58.746	774.075
782.260	41.230	774.116
782.300	21.670	774.159
782.340	0.516	774.194
782.380	-21.069	774.235
782.420	-41.961	774.273
782.460	-60.721	774.316
782.500	-76.206	774.357
782.540	-89.039	774.395
782.580	-97.560	774.437
782.620	-101.511	774.479
782.660	-100.652	774.516
782.700	-95.630	774.555
782.740	-85.633	774.596
782.780	-72.194	774.636
782.820	-55.427	774.676
782.860	-36.682	774.715
782.900	-15.807	774.753
782.940	6.001	774.799
782.980	27.478	774.839
783.020	47.632	774.878
783.060	65.475	774.917
783.100	80.334	774.957
783.140	91.448	774.997
783.180	98.464	775.035
783.220	101.121	775.077
783.260	99.581	775.118
783.300	94.223	775.156
783.340	85.112	775.198
783.380	71.868	775.238
783.420	55.774	775.279
783.460	36.670	775.319
783.500	16.573	775.356
783.540	-4.393	775.399
783.580	-25.161	775.439
783.620	-44.202	775.481
783.660	-61.051	775.517
783.700	-75.160	775.560
783.740	-85.740	775.601
783.780	-92.109	775.638
783.820	-94.594	775.680
783.860	-92.907	775.720
783.900	-87.153	775.761
783.940	-77.294	775.797
783.980	-64.239	775.839
784.020	-48.124	775.880
784.060	-29.553	775.919
784.100	-9.729	775.959
784.140	11.454	775.996
784.180	31.822	776.039
784.220	51.173	776.080
784.260	68.182	776.119
784.300	82.078	776.163
784.340	92.960	776.200
784.380	99.216	776.239
784.420	101.564	776.280
784.460	99.111	776.320
784.500	92.043	776.361
784.540	80.618	776.399
784.580	65.060	776.439
784.620	47.224	776.480
784.660	26.179	776.518
784.700	3.982	776.561
784.740	-19.670	776.599
784.780	-42.286	776.638
784.820	-63.285	776.680
784.860	-82.261	776.720
784.900	-98.273	776.759
784.940	-109.699	776.802
784.980	-116.492	776.840
785.020	-118.746	776.877
785.060	-116.691	776.921
785.100	-109.621	776.961
785.140	-98.443	777.000
785.180	-83.906	777.043
785.220	-66.230	777.081
785.260	-46.390	777.120
785.300	-24.106	777.159
785.340	-0.796	777.199
785.380	22.069	777.240
785.420	44.220	777.282
785.460	64.227	777.320
785.500	82.027	777.358
785.540	95.929	777.397
785.580	105.484	777.439
785.620	110.991	777.478
785.660	111.617	777.515
785.700	107.536	777.556
785.740	98.789	777.599
785.780	85.982	777.638
785.820	69.626	777.679
785.860	49.740	777.719
785.900	27.403	777.758
785.940	4.823	777.797
785.980	-18.075	777.839
786.020	-39.775	777.878
786.060	-59.548	777.919
786.100	-76.389	777.959
786.140	-89.693	777.997
786.180	-98.553	778.041
786.220	-103.184	778.080
786.260	-102.933	778.119
786.300	-98.631	778.158
786.340	-89.310	778.200
786.380	-77.054	778.239
786.420	-61.566	778.278
786.460	-44.222	778.321
786.500	-24.899	778.357
786.540	-4.751	778.398
786.580	14.949	778.437
786.620	34.085	778.481
786.660	51.955	778.518
786.700	67.515	778.561
786.740	79.639	778.601
786.780	87.848	778.638
786.820	92.755	778.677
786.860	93.075	778.720
786.900	89.707	778.756
786.940	82.435	778.801
786.980	71.500	778.840
787.020	57.316	778.877
787.060	40.068	778.916
787.100	21.457	778.960
787.140	2.385	778.996
787.180	-17.015	779.036
787.220	-36.256	779.074
787.260	-53.612	779.117
787.300	-68.851	779.157
787.340	-80.460	779.193
787.380	-88.566	779.235
787.420	-92.185	779.279
787.460	-91.239	779.317
787.500	-85.872	779.355
787.540	-77.038	779.395
787.580	-64.783	779.437
787.620	-49.073	779.477
787.660	-31.233	779.515
787.700	-11.487	779.559
787.740	8.113	779.596
787.780	27.455	779.636
787.820	45.278	779.676
787.860	61.323	779.716
787.900	74.486	779.754
787.940	83.578	779.793
787.980	88.863	779.836
788.020	90.289	779.874
788.060	87.532	779.913
788.100	80.684	779.953
788.140	70.552	779.997
788.180	56.797	780.038
788.220	40.154	780.076
788.260	21.776	780.115
788.300	2.330	780.154
788.340	-17.593	780.195
788.380	-36.388	780.236
788.420	-53.980	780.276
788.460	-69.903	780.316
788.500	-82.769	780.355
788.540	-92.704	780.397
788.580	-98.853	780.437
788.620	-101.026	780.479
788.660	-98.707	780.519
788.700	-92.119	780.557
788.740	-81.920	780.592
788.780	-68.016	780.636
788.820	-50.906	780.678
788.860	-31.505	780.716
788.900	-10.262	780.758
788.940	10.838	780.794
788.980	32.189	780.835
789.020	52.603	780.877
789.060	70.839	780.920
789.100	85.452	780.957
789.140	96.360	780.996
789.180	103.288	781.038
789.220	105.514	781.077
789.260	103.862	781.116
789.300	97.490	781.155
789.340	86.752	781.196
789.380	72.507	781.236
789.420	55.163	781.277
789.460	34.913	781.316
789.500	13.759	781.354
789.540	-8.177	781.396
789.580	-30.355	781.435
789.620	-51.182	781.476
789.660	-69.671	781.516
789.700	-84.729	781.558
789.740	-95.974	781.596
789.780	-102.438	781.638
789.820	-104.599	781.674
789.860	-102.280	781.715
789.900	-95.556	781.756
789.940	-85.098	781.795
789.980	-70.551	781.835
790.020	-54.008	781.876
790.060	-35.244	781.915
790.100	-15.224	781.953
790.140	5.540	781.998
790.180	26.577	782.035
790.220	46.246	782.075
790.260	64.615	782.116
790.300	80.521	782.152
790.340	93.448	782.195
790.380	102.244	782.237
790.420	107.044	782.273
790.460	107.363	782.316
790.500	103.552	782.357
790.540	95.252	782.396
790.580	83.403	782.436
790.620	68.304	782.474
790.660	50.367	782.515
790.700	30.520	782.557
790.740	9.136	782.593
790.780	-12.895	782.636
790.820	-34.389	782.674
790.860	-53.526	782.713
790.900	-70.171	782.753
790.940	-83.646	782.797
790.980	-92.927	782.835
791.020	-97.740	782.876
791.060	-97.775	782.920
791.100	-93.564	782.955
791.140	-84.530	782.994
791.180	-72.068	783.035
791.220	-56.780	783.076
791.260	-38.830	783.117
791.300	-19.366	783.155
791.340	0.966	783.195
791.380	21.044	783.234
791.420	39.947	783.272
791.460	57.029	783.313
791.500	71.527	783.353
791.540	83.058	783.397
791.580	90.275	783.436
791.620	93.479	783.477
791.660	92.511	783.516
791.700	87.641	783.557
791.740	78.275	783.597
791.780	65.538	783.636
791.820	49.834	783.674
791.860	31.716	783.715
791.900	12.289	783.757
791.940	-8.339	783.797
791.980	-28.814	783.839
792.020	-47.842	783.879
792.060	-65.134	783.916
792.100	-80.262	783.954
792.140	-91.991	783.995
792.180	-99.445	784.035
792.220	-102.478	784.077
792.260	-101.297	784.112
792.300	-95.694	784.159
792.340	-85.374	784.197
792.380	-71.779	784.236
792.420	-54.779	784.274
792.460	-35.461	784.315
792.500	-14.161	784.354
792.540	7.811	784.395
792.580	29.195	784.435
792.620	49.479	784.476
792.660	68.171	784.517
792.700	83.404	784.558
792.740	95.455	784.595
792.780	103.152	784.636
792.820	106.450	784.675
792.860	104.597	784.716
792.900	98.596	784.759
792.940	88.518	784.798
792.980	74.624	784.837
793.020	57.873	784.875
793.060	38.590	784.917
793.100	17.806	784.957
793.140	-3.178	784.999
793.180	-24.040	785.036
793.220	-43.790	785.073
793.260	-61.517	785.116
793.300	-76.193	785.154
793.340	-88.133	785.194
793.380	-96.297	785.235
793.420	-100.288	785.277
793.460	-99.833	785.316
793.500	-95.247	785.356
793.540	-86.156	785.395
793.580	-73.044	785.435
793.620	-57.593	785.476
793.660	-39.236	785.516
793.700	-18.445	785.556
793.740	2.791	785.595
793.780	24.380	785.637
793.820	44.944	785.676
793.860	64.392	785.717
793.900	81.287	785.755
793.940	94.460	785.796
793.980	103.617	785.834
794.020	108.159	785.876
794.060	108.088	785.914
794.100	103.487	785.957
794.140	94.185	785.996
794.180	80.671	786.036
794.220	63.749	786.074
794.260	43.904	786.117
794.300	22.339	786.158
794.340	0.145	786.195
794.380	-21.337	786.232
794.420	-42.173	786.270
794.460	-61.561	786.317
794.500	-78.398	786.355
794.540	-92.013	786.392
794.580	-101.895	786.439
794.620	-107.413	786.476
794.660	-108.735	786.513
794.700	-106.117	786.554
794.740	-99.167	786.596
794.780	-88.588	786.636
794.820	-74.612	786.679
794.860	-58.059	786.718
794.900	-39.565	786.757
794.940	-20.019	786.797
794.980	-0.661	786.835
795.020	17.956	786.874
795.060	36.122	786.913
795.100	51.553	786.955
795.140	64.102	786.993
795.180	73.742	787.032
795.220	80.081	787.076
795.260	82.467	787.114
795.300	80.340	787.156
795.340	74.630	787.194
795.380	64.932	787.235
795.420	51.631	787.274
795.460	35.266	787.316
795.500	17.685	787.356
795.540	-0.683	787.394
795.580	-19.306	787.432
795.620	-37.107	787.474
795.660	-53.141	787.514
795.700	-66.618	787.553
795.740	-76.735	787.594
795.780	-83.461	787.634
795.820	-86.275	787.679
795.860	-85.077	787.713
795.900	-79.364	787.752
795.940	-69.693	787.793
795.980	-56.499	787.833
796.020	-40.031	787.876
796.060	-21.278	787.918
796.100	-1.249	787.955
796.140	18.984	787.995
796.180	38.600	788.036
796.220	57.672	788.077
796.260	74.177	788.116
796.300	86.959	788.156
796.340	96.708	788.196
796.380	102.704	788.237
796.420	104.393	788.273
796.460	102.498	788.316
796.500	96.777	788.355
796.540	87.348	788.393
796.580	74.552	788.439
796.620	58.908	788.476
796.660	41.127	788.517
796.700	22.146	788.556
796.740	2.623	788.596
796.780	-17.528	788.637
796.820	-36.859	788.676
796.860	-53.710	788.716
796.900	-68.250	788.760
796.940	-79.369	788.796
796.980	-86.832	788.834
797.020	-90.394	788.872
797.060	-89.059	788.915
797.100	-83.817	788.956
797.140	-74.558	788.997
797.180	-61.020	789.038
797.220	-44.965	789.076
797.260	-26.520	789.116
797.300	-6.282	789.154
797.340	14.473	789.198
797.380	34.878	789.239
797.420	54.991	789.278
797.460	72.545	789.317
797.500	86.909	789.357
797.540	98.110	789.396
797.580	104.858	789.438
797.620	107.181	789.479
797.660	104.311	789.517
797.700	96.969	789.557
797.740	85.049	789.597
797.780	69.129	789.636
797.820	50.388	789.678
797.860	29.433	789.714
797.900	7.063	789.758
797.940	-15.600	789.799
797.980	-37.675	789.841
798.020	-58.571	789.878
798.060	-76.334	789.919
798.100	-91.117	789.957
798.140	-103.107	789.999
798.180	-110.566	790.040
798.220	-114.110	790.077
798.260	-113.266	790.118
798.300	-108.173	790.160
798.340	-98.963	790.200
798.380	-85.675	790.240
798.420	-69.624	790.278
798.460	-51.279	790.318
798.500	-31.311	790.358
798.540	-9.924	790.399
798.580	11.986	790.436
798.620	32.804	790.479
798.660	52.541	790.517
798.700	69.440	790.557
798.740	83.778	790.597
798.780	94.102	790.637
798.820	100.183	790.678
798.860	101.577	790.720
798.900	98.673	790.760
798.940	91.102	790.798
798.980	79.618	790.840
799.020	64.841	790.879
799.060	47.265	790.920
799.100	27.563	790.960
799.140	6.834	790.999
799.180	-14.043	791.036
799.220	-33.669	791.078
799.260	-51.290	791.117
799.300	-66.474	791.156
799.340	-78.511	791.197
799.380	-86.737	791.239
799.420	-90.393	791.278
799.460	-90.306	791.315
799.500	-85.960	791.354
799.540	-77.364	791.394
799.580	-65.129	791.435
799.620	-50.643	791.475
799.660	-33.852	791.518
799.700	-14.887	791.555
799.740	4.178	791.596
799.780	23.127	791.637
799.820	41.231	791.674
799.860	58.097	791.716
799.900	72.167	791.758
799.940	83.658	791.798
799.980	91.600	791.838
800.020	95.390	791.876
800.060	94.894	791.915
800.100	90.573	791.959
800.140	82.201	791.995
800.180	70.476	792.037
800.220	55.040	792.077
800.260	36.973	792.116
800.300	16.929	792.157
800.340	-3.958	792.195
800.380	-24.555	792.237
800.420	-44.401	792.277
800.460	-61.925	792.319
800.500	-78.036	792.355
800.540	-90.677	792.394
800.580	-99.637	792.437
800.620	-104.358	792.478
800.660	-104.885	792.515
800.700	-100.864	792.554
800.740	-92.485	792.596
800.780	-80.478	792.637
800.820	-65.624	792.678
800.860	-48.218	792.716
800.900	-28.945	792.758
800.940	-8.695	792.798
800.980	10.685	792.836
801.020	28.841	792.876
801.060	45.571	792.914
801.100	59.639	792.955
801.140	70.305	792.994
801.180	76.771	793.038
801.220	80.517	793.080
801.260	79.818	793.116
801.300	75.619	793.152
801.340	67.583	793.193
801.380	56.206	793.237
801.420	41.996	793.278
801.460	24.773	793.317
801.500	6.345	793.356
801.540	-12.731	793.395
801.580	-32.431	793.435
801.620	-50.733	793.479
801.660	-67.129	793.518
801.700	-81.339	793.557
801.740	-92.267	793.599
801.780	-99.498	793.637
801.820	-102.776	793.678
801.860	-101.823	793.713
801.900	-96.297	793.755
801.940	-86.537	793.794
801.980	-73.621	793.839
802.020	-56.683	793.879
802.060	-37.293	793.918
802.100	-15.502	793.956
802.140	6.406	793.997
802.180	28.540	794.037
802.220	50.154	794.074
802.260	69.618	794.115
802.300	86.536	794.157
802.340	99.351	794.198
802.380	108.261	794.235
802.420	112.823	794.277
802.460	112.485	794.315
802.500	107.331	794.357
802.540	98.290	794.399
802.580	85.327	794.439
802.620	69.733	794.478
802.660	51.714	794.517
802.700	32.280	794.554
802.740	12.868	794.594
802.780	-6.532	794.640
802.820	-25.183	794.677
802.860	-42.449	794.712
802.900	-56.751	794.758
802.940	-68.376	794.795
802.980	-77.167	794.836
803.020	-82.208	794.876
803.060	-83.536	794.915
803.100	-80.783	794.956
803.140	-74.112	794.995
803.180	-63.944	795.036
803.220	-50.792	795.075
803.260	-35.483	795.115
803.300	-18.043	795.155
803.340	0.002	795.194
803.380	18.325	795.237
803.420	36.115	795.275
803.460	52.542	795.316
803.500	66.559	795.356
803.540	77.936	795.394
803.580	85.659	795.432
803.620	89.635	795.473
803.660	89.680	795.517
803.700	85.032	795.557
803.740	76.667	795.595
803.780	65.069	795.636
803.820	49.648	795.677
803.860	32.415	795.717
803.900	13.795	795.756
803.940	-5.571	795.799
803.980	-24.414	795.836
804.020	-42.769	795.875
804.060	-58.542	795.916
804.100	-71.460	795.955
804.140	-81.089	795.997
804.180	-86.964	796.038
804.220	-89.180	796.073
804.260	-87.223	796.111
804.300	-81.681	796.158
804.340	-72.222	796.198
804.380	-59.156	796.239
804.420	-44.156	796.276
804.460	-27.079	796.315
804.500	-8.717	796.357
804.540	9.571	796.395
804.580	27.241	796.438
804.620	43.902	796.477
804.660	58.266	796.516
804.700	69.631	796.557
804.740	77.892	796.598
804.780	83.261	796.637
804.820	84.622	796.677
804.860	82.208	796.717
804.900	76.228	796.757
804.940	66.517	796.798
804.980	53.552	796.835
805.020	37.945	796.879
805.060	20.823	796.916
805.100	2.138	796.959
805.140	-16.668	796.996
805.180	-35.411	797.032
805.220	-52.564	797.078
805.260	-67.060	797.117
805.300	-79.385	797.158
805.340	-88.722	797.197
805.380	-93.629	797.240
805.420	-94.546	797.277
805.460	-91.296	797.316
805.500	-84.159	797.357
805.540	-72.718	797.398
805.580	-57.893	797.435
805.620	-40.603	797.476
805.660	-21.109	797.518
805.700	-0.399	797.559
805.740	20.471	797.597
805.780	40.720	797.635
805.820	59.279	797.682
805.860	74.957	797.719
805.900	88.074	797.757
805.940	97.640	797.799
805.980	102.576	797.839
806.020	103.469	797.880
806.060	100.198	797.918
806.100	92.664	797.956
806.140	81.493	797.995
806.180	66.774	798.037
806.220	49.612	798.076
806.260	29.671	798.115
806.300	9.164	798.157
